Driver Substance Abuse,Person ID,Injury Severity
N/A,BA62F05B-268B-4ABB-85D2-37AA9DDF64E2,NO APPARENT INJURY
NONE DETECTED,C1F81263-6F06-49BD-B2C0-8B011B3B7CC4,NO APPARENT INJURY
NONE DETECTED,D9EC4AC0-5AF5-450C-A5BA-85FC9E09B217,NO APPARENT INJURY
NONE DETECTED,62B80E81-6E2F-44A0-8964-3F50E1B6FB63,NO APPARENT INJURY
NONE DETECTED,BA660490-52B5-4077-A5D5-82BE817858AF,NO APPARENT INJURY
NONE DETECTED,8C33AAAD-8F7A-4FF6-9E3F-B79E12922A17,NO APPARENT INJURY
NONE DETECTED,CC8A105E-4CA7-4892-9FA7-81C4B57B25DC,NO APPARENT INJURY
NONE DETECTED,DA7ADAFF-3F38-4B54-B8FC-4A512F11AD5B,POSSIBLE INJURY
NONE DETECTED,AC90119E-5C13-4872-9FD2-5F1C5D153EC7,NO APPARENT INJURY
NONE DETECTED,3C32EABC-4263-4730-8217-AC9048B298D3,NO APPARENT INJURY
N/A,3901FFF3-EB72-410D-BCFA-8DDAB6314CE5,NO APPARENT INJURY
N/A,7D6B0023-E786-424D-A08F-3086ACCEDED6,POSSIBLE INJURY
N/A,47085CF1-6C95-4E69-BC94-F2A431FC0771,NO APPARENT INJURY
N/A,E59B8A27-62A5-48EB-A6E5-E0D10527A029,NO APPARENT INJURY
N/A,46D3AB38-6708-4E34-9B6F-CD1CF7F852EC,NO APPARENT INJURY
NONE DETECTED,642F081B-0BE0-42FC-8877-AB81FC86FF45,NO APPARENT INJURY
NONE DETECTED,29354C21-AC4A-4460-961D-CEF84B3A378B,POSSIBLE INJURY
NONE DETECTED,FD440731-91F3-478C-A378-A7145C5862C0,NO APPARENT INJURY
UNKNOWN,157D57F2-A89A-48EC-911C-03D9AD18BBD9,NO APPARENT INJURY
N/A,74BF787F-4B7A-474C-BF71-9BEC513C3872,NO APPARENT INJURY
NONE DETECTED,E7995CBC-3A80-478F-BF48-7F5BFDBEA82E,SUSPECTED MINOR INJURY
NONE DETECTED,83E24405-74E9-48AE-A09A-C0E3E73FD6AE,SUSPECTED MINOR INJURY
NONE DETECTED,635F3AAD-8303-4842-A33B-6059F7E63BB8,NO APPARENT INJURY
UNKNOWN,62F2222B-05DD-44CD-850D-534435BAD7DC,NO APPARENT INJURY
NONE DETECTED,363E9C64-E2F2-4FCA-BB8C-B1F930F33F09,NO APPARENT INJURY
NONE DETECTED,31AF0EA8-B305-463A-9B6D-C2E6E419C66E,SUSPECTED MINOR INJURY
NONE DETECTED,FAAF1683-B6C1-4320-BB33-2A09F8B7F782,POSSIBLE INJURY
NONE DETECTED,5EA1F330-6CDB-4422-86B6-AC63E33A3469,SUSPECTED MINOR INJURY
NONE DETECTED,920708E7-1308-4369-A886-7569E1AC1719,NO APPARENT INJURY
NONE DETECTED,2CA82264-A019-489C-983E-0CE1A782ECF3,NO APPARENT INJURY
NONE DETECTED,AAA3848D-575D-4A83-B3A6-A027BF4AD2C1,NO APPARENT INJURY
NONE DETECTED,3F9D8C7E-6F06-45DC-8250-E30A8ACC5F2A,NO APPARENT INJURY
NONE DETECTED,4F2D94C1-AED4-4F0E-A873-BAF2618924EA,NO APPARENT INJURY
NONE DETECTED,9B4C1CF1-E5FA-4BDC-ABCB-D19C21DA65E9,NO APPARENT INJURY
NONE DETECTED,77D2D9D8-09AB-459F-97C3-39A2873CC35D,SUSPECTED MINOR INJURY
NONE DETECTED,EC8DE896-BDCD-4B79-8E25-6080C48EDB93,NO APPARENT INJURY
NONE DETECTED,7DBBE694-0B33-436C-ABB2-1C6DB2F996B3,NO APPARENT INJURY
NONE DETECTED,21731F24-DFB7-483C-8FAC-11795EF47ED3,SUSPECTED MINOR INJURY
NONE DETECTED,D5857949-7082-4CBF-BAE5-955713205A25,SUSPECTED MINOR INJURY
NONE DETECTED,BB162B9F-2A9D-4550-851C-CA02CE19CFAD,SUSPECTED MINOR INJURY
NONE DETECTED,3EA82911-000B-4A0E-8FC6-1ADB235B5BA4,NO APPARENT INJURY
NONE DETECTED,D18BE8C6-655C-46A6-B2DC-72B92EFE6577,SUSPECTED MINOR INJURY
UNKNOWN,7F87D88B-47DA-4434-8C33-4FE07A8B0F6E,NO APPARENT INJURY
NONE DETECTED,50642D73-CCE9-469B-A473-4D63AF369E76,NO APPARENT INJURY
NONE DETECTED,867C6823-7B35-4850-A40C-9086FA86C847,NO APPARENT INJURY
N/A,9DE3B6DD-845C-47E7-BA13-068C7D45B8E8,NO APPARENT INJURY
NONE DETECTED,EB6701CC-CFA1-4A7D-B172-D0DEBFF27FA8,SUSPECTED MINOR INJURY
NONE DETECTED,7DCDC1EA-DB97-4CCE-9212-E60EA670B7F1,NO APPARENT INJURY
NONE DETECTED,5B6E8FB0-A8D9-41DF-AE5E-00EF0839C6A1,SUSPECTED MINOR INJURY
NONE DETECTED,A35E39A3-BA14-44E7-832A-9BE4DE60F826,SUSPECTED MINOR INJURY
NONE DETECTED,33B2CCFF-EDF8-4C63-8E3F-58C594E62791,NO APPARENT INJURY
NONE DETECTED,22F76CFC-03E8-4064-BFA8-D5D8C5BDE0B1,POSSIBLE INJURY
NONE DETECTED,DC9E4E5D-27D0-48C1-ACB2-7BDD5C526046,NO APPARENT INJURY
NONE DETECTED,9BF206C5-76A9-420F-ABC7-3DEB2290847F,NO APPARENT INJURY
NONE DETECTED,4852300B-77A3-4CBC-9024-4D0EA9342115,NO APPARENT INJURY
NONE DETECTED,6ABCFD79-3DB3-40EB-913E-7C2BA31D51C8,NO APPARENT INJURY
NONE DETECTED,19B7670C-D23C-4AF4-A56A-5814E230C18F,NO APPARENT INJURY
NONE DETECTED,4A8B0D5A-BA06-4A28-8632-7C1314E8A93B,POSSIBLE INJURY
NONE DETECTED,203E46A3-28B8-4BB0-BC15-9E2E3B4885BA,NO APPARENT INJURY
NONE DETECTED,8D6D0017-CBE1-46F2-9873-E9BA67B6274C,NO APPARENT INJURY
NONE DETECTED,446887F4-52F4-433D-94FA-DC00457E5422,NO APPARENT INJURY
NONE DETECTED,0A902F96-EE7B-4154-8EEB-423FFC25A1B6,NO APPARENT INJURY
NONE DETECTED,58AB4EB9-0B6C-466D-9ACC-92F828403983,NO APPARENT INJURY
NONE DETECTED,88C8072F-E25E-4178-A00E-79CC6C4547D6,SUSPECTED MINOR INJURY
NONE DETECTED,297962AD-A173-472D-B1A8-C53F290A0414,NO APPARENT INJURY
N/A,B7B867BD-BF6D-4253-A8F2-7DF43DBD7AD5,NO APPARENT INJURY
N/A,12565A98-5A78-4EFB-B088-4BA073A6185E,NO APPARENT INJURY
NONE DETECTED,33B40656-BC27-4BDF-A897-0099C7141DA3,SUSPECTED MINOR INJURY
NONE DETECTED,F054BD4B-56DE-4217-BBE4-EDC3CA1A7451,SUSPECTED MINOR INJURY
NONE DETECTED,9F1707E1-226C-4213-B900-328C25020464,NO APPARENT INJURY
NONE DETECTED,F98D4761-50AB-4613-A542-FE0C6E6FF256,NO APPARENT INJURY
NONE DETECTED,A425C492-DF7D-4F8C-80AA-33164CC7DCA2,NO APPARENT INJURY
NONE DETECTED,92EFEE48-390C-443C-A6DA-EDDE7919BF4F,NO APPARENT INJURY
UNKNOWN,B32352D9-0C51-4E76-91AB-D0887902E4FB,NO APPARENT INJURY
N/A,29395C78-BB2A-4741-8B89-CE255B7AA8DC,POSSIBLE INJURY
NONE DETECTED,548A6390-27F6-44DA-9920-D8D9DCAEF1FF,NO APPARENT INJURY
NONE DETECTED,CC378179-C00F-4592-A5EB-3D15A18DA25B,NO APPARENT INJURY
NONE DETECTED,98079619-6A5E-4BC0-84FA-C4B4A47968E9,NO APPARENT INJURY
NONE DETECTED,2E7AA12A-6F4C-4232-8391-E2A9D99ACF13,NO APPARENT INJURY
N/A,9F7777D5-C043-4723-8FD1-26FC7DBBD486,NO APPARENT INJURY
NONE DETECTED,9B095C0B-91ED-4326-A339-CE6F320AE1FC,NO APPARENT INJURY
NONE DETECTED,8A745DC6-6426-4491-9D2B-49DBBC672470,POSSIBLE INJURY
NONE DETECTED,F67CC899-808B-47DB-9E0A-CD38DC30A76A,NO APPARENT INJURY
NONE DETECTED,4EED97A4-E2CC-41B4-B5A7-0C4615AD2C32,NO APPARENT INJURY
NONE DETECTED,5FC3D939-EB5B-459B-976F-E192EC45B2BD,NO APPARENT INJURY
N/A,8EAE26CA-66E0-498C-A111-3A7473AC71CA,NO APPARENT INJURY
N/A,4B0730CC-45B2-43FE-B238-44C32C7A5E2D,NO APPARENT INJURY
N/A,B7613A84-3CDA-4720-8A65-E2C60F054774,NO APPARENT INJURY
N/A,A3CD7DEA-68D6-415D-862B-E2281A72B113,NO APPARENT INJURY
N/A,7A6ECFAA-D1E2-40FF-993C-D61F1AD2D366,NO APPARENT INJURY
NONE DETECTED,837B88F3-4EC1-4D26-97B3-F00D7FF52472,NO APPARENT INJURY
NONE DETECTED,95195930-A387-4311-88C8-1C3335F95F0E,NO APPARENT INJURY
N/A,CEC02BD5-8173-4D5F-8067-A5BCCD9489A0,NO APPARENT INJURY
N/A,564C208A-A973-4803-B9CC-0D5CE3005219,SUSPECTED MINOR INJURY
N/A,40038858-2766-4021-99D3-E8495AE8CD47,NO APPARENT INJURY
N/A,2BF96065-26E8-4993-AC28-E2BA74ED31C4,NO APPARENT INJURY
NONE DETECTED,D251DFC7-3BE0-4137-B889-F2C3DEFFB4C8,SUSPECTED MINOR INJURY
NONE DETECTED,A9462C37-DF48-4325-869D-41D3ABA8764F,POSSIBLE INJURY
NONE DETECTED,FFB3D3FD-B813-4D7B-8C36-1E6ECCB23D4B,NO APPARENT INJURY
NONE DETECTED,234A7538-AD4D-4742-ADD4-B99DA7EFDC16,NO APPARENT INJURY
N/A,E70DD000-AB80-4539-A214-33C3B6039537,NO APPARENT INJURY
N/A,E1AC7BC0-6BA3-4736-9A95-6C61652735D8,NO APPARENT INJURY
NONE DETECTED,847DF773-A4C4-4F99-873C-96B737136A63,NO APPARENT INJURY
NONE DETECTED,5AF200E4-CBE0-4BF2-86DA-BA216C8E6BE7,NO APPARENT INJURY
NONE DETECTED,8BF63905-8C80-4D45-BCE2-1C22A049FA55,NO APPARENT INJURY
NONE DETECTED,2FA6EF6A-2CCF-4ECD-8140-B74EE5C8AD9E,NO APPARENT INJURY
NONE DETECTED,243DEAE6-5D41-4A50-8FBF-B394F3C4827D,POSSIBLE INJURY
NONE DETECTED,9A95E3C6-F587-4263-9EF2-190E0E22A872,NO APPARENT INJURY
NONE DETECTED,1129D735-357D-4C7F-9E92-2D307FD91008,POSSIBLE INJURY
NONE DETECTED,C475A11D-3437-4EBF-900F-8A3FB9E4DD11,NO APPARENT INJURY
UNKNOWN,85857552-C29A-4937-8052-14CE756E8583,NO APPARENT INJURY
NONE DETECTED,56598A38-CC26-4322-AA4E-894E0961B5E7,NO APPARENT INJURY
UNKNOWN,B6F52AD8-D853-4BA8-9489-964B006AFC2A,NO APPARENT INJURY
UNKNOWN,70DE2412-1A77-4F17-A5E6-5D6174BC4A79,NO APPARENT INJURY
NONE DETECTED,F6020FD2-2628-4D12-8DF1-A729C2635A70,SUSPECTED MINOR INJURY
NONE DETECTED,4CFE4513-B7EA-4C0A-8F42-EF0DF2F41BA2,NO APPARENT INJURY
NONE DETECTED,A1B1487C-A482-4077-AEE1-8D1E640E34B5,SUSPECTED MINOR INJURY
NONE DETECTED,EB1823B4-3BA2-41C7-B01B-C9B378D8C44F,NO APPARENT INJURY
NONE DETECTED,81DB56B6-52CE-4AFD-9F3C-1675265130FE,NO APPARENT INJURY
NONE DETECTED,578733D7-9954-4A0E-B50D-C19172DD28AD,POSSIBLE INJURY
NONE DETECTED,4E7EFF2E-7BF4-44E8-85E9-5BD0088C040E,NO APPARENT INJURY
NONE DETECTED,7CBC87CC-97C2-4234-A72E-F0F643E6F6BD,SUSPECTED MINOR INJURY
NONE DETECTED,4DD4BDF0-F6F4-414C-A895-39947547E2AC,NO APPARENT INJURY
NONE DETECTED,AAAD66F3-4390-442B-A366-F2F849E4E624,POSSIBLE INJURY
NONE DETECTED,800B57CA-3277-4DC5-8C8D-457AF042F683,NO APPARENT INJURY
NONE DETECTED,5525512D-E004-4DD0-9E98-B918B7682EE0,NO APPARENT INJURY
NONE DETECTED,5AE9AD7C-39E6-4F7A-9A32-007CBC1A1E2A,NO APPARENT INJURY
N/A,12A1D818-F186-415D-8E4B-1D94ABA7E5A9,NO APPARENT INJURY
N/A,FEDED557-DD8C-4359-B5B3-3FBB9D8EE70D,NO APPARENT INJURY
ALCOHOL PRESENT,FE0C1F03-0F0D-436C-ACB0-DA030D9B8972,NO APPARENT INJURY
NONE DETECTED,EE8031C3-8A3E-4F78-BFFB-F6A3B7EC5DA8,NO APPARENT INJURY
NONE DETECTED,86A7D2A1-1F83-4195-A1F9-CFE98EA3E158,NO APPARENT INJURY
NONE DETECTED,2B411B4E-2575-49B0-80D1-C22AA0759BFA,NO APPARENT INJURY
NONE DETECTED,76C98D0C-635E-4833-9AD2-02FAE280CCE6,NO APPARENT INJURY
NONE DETECTED,4DA27803-1857-43E6-8AFB-49A6F4E4B4F2,POSSIBLE INJURY
NONE DETECTED,1233DA77-1507-4461-819D-0B2B12BEA0D9,NO APPARENT INJURY
NONE DETECTED,6D2D5E02-6E09-4877-96D5-5D6C1A307FCE,NO APPARENT INJURY
NONE DETECTED,50EF6CA5-B696-4410-8693-FE8230DE5AD7,NO APPARENT INJURY
NONE DETECTED,99ACAB15-4D37-4B74-8B8E-40BBEC435D20,NO APPARENT INJURY
NONE DETECTED,CB2FCF46-B16F-43F5-9C3D-D642CFE85238,NO APPARENT INJURY
NONE DETECTED,A63B61C8-58B5-4F60-942F-F55D1F457E8F,NO APPARENT INJURY
N/A,A76FB257-5534-4096-99E6-2C4C2F51D31E,NO APPARENT INJURY
N/A,8D61FA8D-E69A-441D-8D4F-211FE4CDD136,NO APPARENT INJURY
NONE DETECTED,39CF6083-CB08-474F-A53E-20B9B6CA8314,NO APPARENT INJURY
NONE DETECTED,37773553-B249-4792-A415-D1A4763F44C2,NO APPARENT INJURY
NONE DETECTED,C6B39125-2A8D-4EA3-A99D-5B9C07C6244A,NO APPARENT INJURY
NONE DETECTED,FE652908-F2C3-4835-A8C0-A6446A0A6A03,NO APPARENT INJURY
N/A,5AC6A45A-F4BA-4340-B490-EA8C456253C5,NO APPARENT INJURY
NONE DETECTED,60B5CCC5-711E-49F6-94C3-5627F09E8A54,NO APPARENT INJURY
NONE DETECTED,48447D39-B917-4D8C-9DD7-FAC05599FBB9,NO APPARENT INJURY
NONE DETECTED,22E097AF-AC39-40D4-9791-D0872CE45646,SUSPECTED MINOR INJURY
NONE DETECTED,7A47A83E-AF1D-42FC-90E9-437A3DB87E14,SUSPECTED MINOR INJURY
NONE DETECTED,36FF35D8-52C4-48CC-BAAA-5EC99E3481F7,NO APPARENT INJURY
NONE DETECTED,9981AE49-73EE-4B6B-A3C6-C4EC3BBA2EEF,SUSPECTED MINOR INJURY
NONE DETECTED,F4805880-89CA-4B09-BC99-C07BE15A7E6B,POSSIBLE INJURY
NONE DETECTED,CB9E5313-AA12-4661-9BBD-468788880859,SUSPECTED MINOR INJURY
NONE DETECTED,B7B2074A-A6AB-46A3-8655-1AB0B89B1CF2,NO APPARENT INJURY
UNKNOWN,FA3E3BC4-CF3B-4AA3-9073-761E94EADC1C,NO APPARENT INJURY
UNKNOWN,61E09C24-F0E8-412C-AEBE-719832777C30,NO APPARENT INJURY
N/A,98866DE7-8AA7-4BCF-AC9D-FD7D65B03056,NO APPARENT INJURY
NONE DETECTED,3BB62EBC-CE1D-4C1A-AD2F-7F391326F935,POSSIBLE INJURY
NONE DETECTED,52655611-0F6D-44E9-85A0-781AB7DD3B0D,SUSPECTED MINOR INJURY
NONE DETECTED,136DAE45-3AB9-4F70-97EC-DB902AFB8C44,NO APPARENT INJURY
NONE DETECTED,EFF622E0-851A-4737-B1D6-AC2488295BBC,POSSIBLE INJURY
NONE DETECTED,09E99171-AB57-4859-A324-88811FB0E4B1,NO APPARENT INJURY
NONE DETECTED,D91BD4E5-D9FB-4509-A6CE-EBA3902F5830,SUSPECTED MINOR INJURY
NONE DETECTED,C4CBD10D-7F65-47B2-BEC2-D7FF475563D3,SUSPECTED MINOR INJURY
NONE DETECTED,B49576A5-2939-4402-9EDF-E601395977B9,NO APPARENT INJURY
NONE DETECTED,1DF81A36-5CAE-45AB-BC59-3B7862BB85E4,NO APPARENT INJURY
NONE DETECTED,1EB12197-9BC4-4CFD-B145-595781E93B72,NO APPARENT INJURY
UNKNOWN,39295CBF-E0AF-4167-9D04-ADFB3B089EC0,NO APPARENT INJURY
NONE DETECTED,AC528FE5-E6ED-485C-A721-5DE2A638C96A,POSSIBLE INJURY
NONE DETECTED,EF468848-1646-498C-8DA0-5ADD54C75FE3,NO APPARENT INJURY
NONE DETECTED,58166151-2F69-4DBA-8409-2AEE73E9AB45,NO APPARENT INJURY
NONE DETECTED,DE93997A-CAF8-406A-8188-56FDA87BF9E2,NO APPARENT INJURY
NONE DETECTED,D23F85B7-5D44-432E-861D-BCC1D5BFC473,NO APPARENT INJURY
NONE DETECTED,1D786D73-4AF5-4F65-AFAD-DE1ACFCA6793,NO APPARENT INJURY
NONE DETECTED,DF482CFC-BE3F-4DA4-A21B-EA037C7628B8,POSSIBLE INJURY
UNKNOWN,99C543DC-1B27-4F9E-BB33-1D250D059958,SUSPECTED MINOR INJURY
NONE DETECTED,C29C47F1-D758-4288-9D79-3A4A256D15CC,NO APPARENT INJURY
NONE DETECTED,64C0AA22-07C3-4962-BB37-79B0BC9B8C7B,FATAL INJURY
NONE DETECTED,FCA57CFF-29E3-4EEA-BAB9-28C92204D319,NO APPARENT INJURY
UNKNOWN,E1AD1F28-E833-45E1-829A-87F60162F7FF,NO APPARENT INJURY
NONE DETECTED,082CFD76-AF9B-4AA7-9603-1AD800E0AF28,NO APPARENT INJURY
NONE DETECTED,696B5423-C00C-413A-B1CB-AFDD71756F1C,NO APPARENT INJURY
NONE DETECTED,0C2AD46F-F371-41CF-BD03-DFC012B47E38,SUSPECTED MINOR INJURY
UNKNOWN,A8BDB28D-3931-4BA2-A3A8-0328DE3D04A5,FATAL INJURY
UNKNOWN,F642A808-3AFD-415E-9715-4CAF31D84B48,NO APPARENT INJURY
UNKNOWN,C9DC9FBF-C280-495E-B126-5B53CE4AD57B,NO APPARENT INJURY
N/A,0587604A-8FFF-4CC4-AE0E-152802A1A53A,SUSPECTED SERIOUS INJURY
N/A,29D67FE1-D452-411F-A934-2306B9946654,NO APPARENT INJURY
N/A,FC392CC5-00BC-411C-88F6-D33B1D04D57A,NO APPARENT INJURY
NONE DETECTED,9D714B50-EBAF-4A64-A9F3-5F25C078155E,NO APPARENT INJURY
NONE DETECTED,BE63C0F6-9724-4678-ABE9-CA569B01FF9B,NO APPARENT INJURY
NONE DETECTED,503C9554-B143-432E-BE5C-342872A760A9,NO APPARENT INJURY
N/A,D5DCFE36-B685-408B-88D5-ECF8AA8E091F,NO APPARENT INJURY
N/A,0953CA2C-B5A5-428E-A8E6-F6FAD36A739C,NO APPARENT INJURY
N/A,518A5CCD-7648-4AFB-99A1-D213235EBDDB,NO APPARENT INJURY
NONE DETECTED,B5E2FCBB-1A84-4F37-BA59-9919418CB434,NO APPARENT INJURY
NONE DETECTED,DB460B80-8083-49E2-8589-A17F0F3C37AD,NO APPARENT INJURY
NONE DETECTED,38807804-E7BB-4A7E-99DA-68EB763EA73D,NO APPARENT INJURY
ALCOHOL PRESENT,A250E3E5-B8AD-4E05-84E1-62CD767D0A74,NO APPARENT INJURY
N/A,873279D1-0C88-4B65-B3C3-D146C78AF55B,NO APPARENT INJURY
N/A,124BEE0F-83EC-4274-BB7F-0677A3248E23,POSSIBLE INJURY
NONE DETECTED,70001D79-7B5C-406C-BA8E-CF7410483BFB,NO APPARENT INJURY
NONE DETECTED,4110C361-F9ED-43BB-8097-A250855F6B9C,NO APPARENT INJURY
ALCOHOL CONTRIBUTED,DEA20532-1DE8-4359-BE4B-6F8239BE45A9,SUSPECTED SERIOUS INJURY
NONE DETECTED,6E7B8367-44BA-4C7B-BDFF-2389988161EF,NO APPARENT INJURY
NONE DETECTED,FFB277F4-77E6-430F-8F56-35EE242EF1C7,NO APPARENT INJURY
NONE DETECTED,FDC886A6-F4D0-4875-9396-50A404D535AB,NO APPARENT INJURY
NONE DETECTED,3FE3B6D2-EB49-48A2-94D0-9B355A64A6AB,POSSIBLE INJURY
NONE DETECTED,22A50D85-970D-4033-A4D0-F215E07134F5,NO APPARENT INJURY
NONE DETECTED,94912D60-D6E8-4ABA-84BB-B63EB12E590D,NO APPARENT INJURY
ALCOHOL PRESENT,F19F2634-E488-46C3-82AF-026032D1B064,NO APPARENT INJURY
UNKNOWN,3E973206-249C-4F1F-B272-3DDAB7E9713D,NO APPARENT INJURY
N/A,22E2160B-9442-4B19-BD09-8E415884EEB5,NO APPARENT INJURY
NONE DETECTED,4A32F12C-5D32-42E8-A3E4-E87DB3D995DC,NO APPARENT INJURY
NONE DETECTED,9DD1F706-6393-48CE-8F4C-4FD169B726ED,NO APPARENT INJURY
NONE DETECTED,DA14BDCF-AE26-4FE7-9B71-563C361D5C77,NO APPARENT INJURY
NONE DETECTED,328E147D-7BAE-4FA1-9549-9770EB5ACF30,NO APPARENT INJURY
NONE DETECTED,68B8940D-0DC7-4E34-AE9B-56A7E3B7A0FA,NO APPARENT INJURY
NONE DETECTED,B57CF0A1-7CC0-4228-9BC4-72052398D374,NO APPARENT INJURY
NONE DETECTED,152EAC37-50F0-4476-B06C-5E1648CCC74F,NO APPARENT INJURY
NONE DETECTED,575264DA-306A-4AFA-8828-B3688F3F5E88,NO APPARENT INJURY
NONE DETECTED,115B66FA-D9EC-4E36-8D24-BF04FE2AA3C6,NO APPARENT INJURY
NONE DETECTED,84DAC10A-D835-4DF8-A4BE-103465127E30,NO APPARENT INJURY
COMBINED SUBSTANCE PRESENT,A96502D7-73A0-47CA-B6CC-74787937788C,NO APPARENT INJURY
NONE DETECTED,9AAA60EF-5338-471E-A688-A20F5621F4A1,POSSIBLE INJURY
NONE DETECTED,8E34DE9C-5B37-4A02-BF8C-1F4D9184FC54,NO APPARENT INJURY
NONE DETECTED,CB30B757-BA76-40A0-A850-7CD04B4C0AF7,NO APPARENT INJURY
NONE DETECTED,8AEC6C4D-8094-4D23-949B-10ADC14C3FE2,NO APPARENT INJURY
N/A,AAB94D76-2F4F-48AE-AFF9-AF25AAA4C54F,NO APPARENT INJURY
N/A,6B758784-4DB2-4465-B881-8B6EB425C58F,NO APPARENT INJURY
N/A,98BDE94C-CA27-41D7-AAC2-0070485693B3,NO APPARENT INJURY
N/A,5959DB3D-68AC-4C72-AF7D-782E43890CCD,NO APPARENT INJURY
UNKNOWN,58924C5A-70C0-4A67-8596-5C3A5F131F5A,NO APPARENT INJURY
N/A,C632E77D-0B49-4AA6-A0BE-A6916B49FAAB,POSSIBLE INJURY
UNKNOWN,F1C8A298-0365-4FF8-B412-9145ADC612F9,NO APPARENT INJURY
UNKNOWN,20D161E8-DBF8-4BA3-9F97-A50FBF08FD66,NO APPARENT INJURY
NONE DETECTED,15B5E17E-A016-4367-BE7F-6FBAACAEC7BE,NO APPARENT INJURY
NONE DETECTED,F42F4C58-4C68-4DA1-90C6-72814BC204A5,NO APPARENT INJURY
NONE DETECTED,9890C5E0-0F3C-4E33-B0D7-5E262CAA4C3F,NO APPARENT INJURY
NONE DETECTED,62629E1F-7E03-4CA7-987F-D5D2EF8586E9,NO APPARENT INJURY
UNKNOWN,E722782E-9946-4FEE-BBF9-0F04283524FC,NO APPARENT INJURY
UNKNOWN,3C9E8A30-9483-485B-9116-3D85A4A08320,NO APPARENT INJURY
NONE DETECTED,51D7E3BF-8857-4D7C-AB89-018CD939E909,NO APPARENT INJURY
NONE DETECTED,F2AFFA5D-3A78-42E7-A8C4-55014FF5434A,NO APPARENT INJURY
NONE DETECTED,89713F1D-CF6E-4D9B-9DEE-020DE955A839,NO APPARENT INJURY
NONE DETECTED,0751855A-038C-40D6-B8E9-9C8CBE59AEFA,NO APPARENT INJURY
NONE DETECTED,0A9F364F-F874-4091-99B6-3C3740BA18DB,POSSIBLE INJURY
NONE DETECTED,CC73A050-A7A6-4033-9794-B066A40B75CA,SUSPECTED MINOR INJURY
NONE DETECTED,1F43AC00-1031-4E77-BF2B-C11379A8C0BC,NO APPARENT INJURY
NONE DETECTED,E08D9BA0-6D97-42EB-8137-83BEBCB086EB,NO APPARENT INJURY
NONE DETECTED,14E65E1E-07E7-41B1-956F-C71A318EB167,NO APPARENT INJURY
NONE DETECTED,70BB16BC-3A79-4CBA-925F-105B40764A42,NO APPARENT INJURY
NONE DETECTED,856A131A-9DB8-456D-A43E-CA4E296F41D5,NO APPARENT INJURY
NONE DETECTED,8A3F1D21-F0BC-4D27-BF7A-B7E5A967B764,NO APPARENT INJURY
NONE DETECTED,848BF2B9-63C0-4F8E-A0FB-B4E086D034D1,NO APPARENT INJURY
NONE DETECTED,465F7BF9-548E-4EAE-875A-701F2054D2D4,NO APPARENT INJURY
NONE DETECTED,19FF0D86-B988-4C3D-AFB8-85C0DCE4FCB8,NO APPARENT INJURY
N/A,CCA5FBD3-8FF5-4500-A75C-B35D6FA7255A,NO APPARENT INJURY
N/A,569BB327-ACB1-44B2-9907-9D4C1F50693D,SUSPECTED SERIOUS INJURY
NONE DETECTED,ECB2E2F2-806B-4059-A42D-96CEC00E4798,NO APPARENT INJURY
NONE DETECTED,AAC4043E-14D0-42F7-9B0B-C35FBE7EA3BC,NO APPARENT INJURY
NONE DETECTED,7E25BDA8-2C94-4D0C-BC9A-7EA3528059C5,NO APPARENT INJURY
UNKNOWN,CB61BEFD-5D29-4E20-8B25-E2AA39E9B3C0,NO APPARENT INJURY
ALCOHOL PRESENT,B0F322BF-5B61-4A89-8D21-630CCC36E1BB,NO APPARENT INJURY
NONE DETECTED,F7FA66EE-2E4F-417D-A963-6B69C09599B9,NO APPARENT INJURY
N/A,AA59D3C6-6424-4D09-BE13-BE22F0193D0A,NO APPARENT INJURY
NONE DETECTED,63D4BA08-7747-434C-A182-977EDDCFD1D3,NO APPARENT INJURY
NONE DETECTED,0C771E0D-6261-4FF2-9724-8A06134F2C18,NO APPARENT INJURY
NONE DETECTED,258E43A1-3322-4438-88AD-0A2AE29FDC1F,NO APPARENT INJURY
NONE DETECTED,42F91999-FEA6-4CF2-94B3-A4D9C5C83355,NO APPARENT INJURY
NONE DETECTED,0AB2F11D-0F9A-4686-BDC9-F8FC1F1AFE4F,NO APPARENT INJURY
NONE DETECTED,FA963E00-3E71-4D5F-B20F-7845157E5652,SUSPECTED MINOR INJURY
NONE DETECTED,F6325471-7F1C-4085-A985-DB063B8F1603,NO APPARENT INJURY
NONE DETECTED,F4F674B7-0F99-42BB-A939-A2680CD79C77,NO APPARENT INJURY
NONE DETECTED,930D0CB9-59B9-4669-B5B9-8E7AB02C4AC9,NO APPARENT INJURY
NONE DETECTED,7480B4B4-DA25-432C-8305-696A27855A0E,NO APPARENT INJURY
NONE DETECTED,D0542797-E4FA-42AA-9293-258EB29129CC,NO APPARENT INJURY
NONE DETECTED,C783883F-99C5-4A77-862C-F74195245FD1,NO APPARENT INJURY
UNKNOWN,83AEEFF0-9F11-4C67-B58A-4884373D5695,NO APPARENT INJURY
NONE DETECTED,AE5D7097-A14B-445D-8105-8C4AFE3B65EA,NO APPARENT INJURY
NONE DETECTED,53A1C969-43E3-4D78-B74D-F4DD68CC2DE1,NO APPARENT INJURY
NONE DETECTED,43919511-687E-4B87-8482-4A2870862F41,NO APPARENT INJURY
